Format,RaceBox CSV,,,,,,,,,,,
Data Source,RaceBox 2231805086,,,,,,,,,,,
Date UTC,2025-10-22T19:27:56+00:00,,,,,,,,,,,
Date,22/10/2025,,,,,,,,,,,
Time,7/27/1956,,,,,,,,,,,
Session Index,1,,,,,,,,,,,
Session Type,Track,,,,,,,,,,,
Track,No Track,,,,,,,,,,,
Configuration,,,,,,,,,,,,
Laps,0,,,,,,,,,,,
Best Lap Time,207.68,,,,,,,,,,,
,,,,,,,,,,,,
Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
3251,2025-10-22T19:30:06.000Z,36.1406252,-86.7335321,536.8,22.28,-0.887,0.404,-0.65,0,2.68,-2.74,10.73
3252,2025-10-22T19:30:06.040Z,36.1406277,-86.7335289,536.8,22.5,-0.857,0.542,-0.646,0,2.05,-0.57,17.13
3253,2025-10-22T19:30:06.080Z,36.1406303,-86.7335258,536.8,22.48,-0.91,0.694,-0.698,0,1.66,1.54,23.85
3254,2025-10-22T19:30:06.120Z,36.1406332,-86.733523,536.8,22.3,-0.939,0.795,-0.716,0,1.28,3.66,30.49
3255,2025-10-22T19:30:06.160Z,36.1406359,-86.7335203,536.9,21.87,-0.964,0.864,-0.71,0,0.91,4.63,36.49
3256,2025-10-22T19:30:06.200Z,36.1406388,-86.7335177,536.9,21.85,-0.979,0.904,-0.716,0,0.34,4.32,41.57
3257,2025-10-22T19:30:06.240Z,36.1406418,-86.7335153,537,21.97,-0.935,0.901,-0.679,0,-0.17,3.7,45.34
3258,2025-10-22T19:30:06.280Z,36.1406448,-86.7335129,537,22.13,-0.898,0.885,-0.635,0,-0.36,3.08,48.11
3259,2025-10-22T19:30:06.320Z,36.1406479,-86.7335105,537.1,22.11,-0.935,0.929,-0.644,0,-0.17,3.19,50.38
3260,2025-10-22T19:30:06.360Z,36.1406511,-86.7335086,537.1,21.91,-0.908,0.98,-0.618,0,-0.08,4.18,52.5
3261,2025-10-22T19:30:06.400Z,36.1406544,-86.7335069,537.1,21.72,-0.879,1.022,-0.575,0,-0.05,4.92,54.62
3262,2025-10-22T19:30:06.440Z,36.1406576,-86.7335053,537.2,21.51,-0.874,1.062,-0.527,0,-0.11,5.39,56.81
3263,2025-10-22T19:30:06.480Z,36.140661,-86.7335038,537.3,21.43,-0.836,1.067,-0.471,0,-0.52,5.76,58.54
3264,2025-10-22T19:30:06.520Z,36.1406642,-86.7335026,537.3,21.39,-0.809,1.035,-0.417,0,-1.26,5.19,59.35
3265,2025-10-22T19:30:06.560Z,36.1406677,-86.7335014,537.3,21.49,-0.844,0.956,-0.414,0,-2.19,3.85,58.84
3266,2025-10-22T19:30:06.600Z,36.1406711,-86.7335005,537.4,21.47,-0.895,0.814,-0.471,0,-3.24,2.73,56.46
3267,2025-10-22T19:30:06.640Z,36.1406745,-86.7334995,537.4,21.42,-0.912,0.657,-0.555,0,-4.02,1.79,52.19
3268,2025-10-22T19:30:06.680Z,36.1406778,-86.7334983,537.5,21.47,-0.902,0.482,-0.622,0,-4.7,1.23,46.59
3269,2025-10-22T19:30:06.720Z,36.1406812,-86.7334974,537.5,21.51,-0.905,0.332,-0.688,0,-4.55,1.08,39.9
3270,2025-10-22T19:30:06.760Z,36.1406847,-86.7334964,537.6,21.47,-0.895,0.203,-0.725,0,-4.29,1.44,33.49
3271,2025-10-22T19:30:06.800Z,36.140688,-86.7334954,537.6,21.49,-0.867,0.094,-0.7,0,-3.73,2.09,27.5
3272,2025-10-22T19:30:06.840Z,36.1406915,-86.7334945,537.6,21.49,-0.824,-0.006,-0.633,0,-3.07,1.98,22.03
3273,2025-10-22T19:30:06.880Z,36.1406947,-86.7334935,537.7,21.41,-0.806,-0.1,-0.563,0,-2.46,1.82,16.9
3274,2025-10-22T19:30:06.920Z,36.1406982,-86.7334925,537.7,21.38,-0.766,-0.225,-0.475,0,-2.2,1.27,11.78
3275,2025-10-22T19:30:06.960Z,36.1407014,-86.7334914,537.8,21.37,-0.751,-0.365,-0.438,0,-2.04,0.19,5.58
3276,2025-10-22T19:30:07.000Z,36.1407048,-86.7334901,537.8,21.45,-0.749,-0.509,-0.405,0,-2.06,-0.5,-1.24
3277,2025-10-22T19:30:07.040Z,36.1407079,-86.7334887,537.9,21.43,-0.77,-0.659,-0.374,0,-2.22,-0.74,-8.55
3278,2025-10-22T19:30:07.080Z,36.1407111,-86.7334871,537.9,21.43,-0.799,-0.771,-0.395,0,-2.11,-1.26,-16.12
3279,2025-10-22T19:30:07.120Z,36.1407142,-86.7334854,538,21.49,-0.804,-0.847,-0.398,0,-2.02,-1.44,-22.83
3280,2025-10-22T19:30:07.160Z,36.1407173,-86.7334836,538,21.39,-0.757,-0.893,-0.388,0,-1.78,-1.69,-28.55
3281,2025-10-22T19:30:07.200Z,36.1407204,-86.7334817,538.1,21.25,-0.734,-0.904,-0.42,0,-1.55,-2.26,-33.13
3282,2025-10-22T19:30:07.240Z,36.1407234,-86.7334796,538.1,21.14,-0.695,-0.921,-0.458,0,-1.64,-1.76,-36.93
3283,2025-10-22T19:30:07.280Z,36.1407262,-86.7334775,538.2,21.26,-0.665,-0.978,-0.453,0,-2.04,-0.76,-40.36
3284,2025-10-22T19:30:07.320Z,36.1407291,-86.7334751,538.2,21.26,-0.663,-1.045,-0.462,0,-2.44,0.05,-44.33
3285,2025-10-22T19:30:07.360Z,36.1407318,-86.7334724,538.3,21.07,-0.697,-1.109,-0.467,0,-2.92,0.51,-48.67
3286,2025-10-22T19:30:07.400Z,36.1407343,-86.7334697,538.3,20.87,-0.704,-1.164,-0.439,0,-3.08,0.42,-53.31
3287,2025-10-22T19:30:07.440Z,36.1407368,-86.7334669,538.4,20.77,-0.739,-1.176,-0.435,0,-2.76,-0.48,-57.61
3288,2025-10-22T19:30:07.480Z,36.1407391,-86.733464,538.4,20.62,-0.777,-1.165,-0.45,0,-2.5,-1.84,-60.98
3289,2025-10-22T19:30:07.520Z,36.1407413,-86.7334611,538.5,20.47,-0.73,-1.149,-0.403,0,-2.32,-2.65,-63.21
3290,2025-10-22T19:30:07.560Z,36.1407434,-86.733458,538.6,20.43,-0.645,-1.139,-0.32,0,-2.28,-2.9,-64.45
3291,2025-10-22T19:30:07.600Z,36.1407454,-86.7334548,538.6,20.35,-0.528,-1.135,-0.222,0,-2.48,-2.49,-64.84
3292,2025-10-22T19:30:07.640Z,36.1407472,-86.7334515,538.6,20.18,-0.388,-1.141,-0.12,0,-2.55,-2.03,-64.73
3293,2025-10-22T19:30:07.680Z,36.1407489,-86.7334481,538.7,20,-0.293,-1.132,-0.094,0,-2.22,-1.27,-64.26
3294,2025-10-22T19:30:07.720Z,36.1407505,-86.7334446,538.8,19.92,-0.285,-1.104,-0.16,0,-1.61,-0.71,-63.51
3295,2025-10-22T19:30:07.760Z,36.1407519,-86.733441,538.8,19.9,-0.318,-1.077,-0.241,0,-0.83,-0.33,-62.34
3296,2025-10-22T19:30:07.800Z,36.1407533,-86.7334374,538.8,19.87,-0.368,-1.037,-0.284,0,-0.07,0.02,-61.19
3297,2025-10-22T19:30:07.840Z,36.1407545,-86.7334339,538.9,19.71,-0.35,-1.021,-0.232,0,-0.46,0.72,-60.04
3298,2025-10-22T19:30:07.880Z,36.1407556,-86.7334302,538.9,19.49,-0.323,-1.015,-0.107,0,-0.52,1.01,-59.33
3299,2025-10-22T19:30:07.920Z,36.1407565,-86.7334264,538.9,19.31,-0.29,-0.997,0.031,0,-0.9,1.41,-58.83
3300,2025-10-22T19:30:07.960Z,36.1407572,-86.7334227,538.9,19.36,-0.217,-0.994,0.201,0,-1.34,1.96,-58.76
3301,2025-10-22T19:30:08.000Z,36.1407579,-86.7334188,539,19.41,-0.167,-0.984,0.312,0,-1.42,1.93,-58.95
3302,2025-10-22T19:30:08.040Z,36.1407586,-86.7334149,539,19.28,-0.15,-0.968,0.339,0,-1.72,1.99,-59.21
3303,2025-10-22T19:30:08.080Z,36.140759,-86.7334112,539,19.03,-0.183,-0.958,0.24,0,-1.71,1.47,-59.32
3304,2025-10-22T19:30:08.120Z,36.1407593,-86.7334074,539.1,19.03,-0.193,-0.935,0.178,0,-1.87,0.36,-59.32
3305,2025-10-22T19:30:08.160Z,36.1407595,-86.7334035,539.1,19.08,-0.188,-0.908,0.134,0,-2.28,-0.14,-58.99
3306,2025-10-22T19:30:08.200Z,36.1407596,-86.7333996,539.1,19.05,-0.178,-0.902,0.128,0,-2.73,0.39,-57.9
3307,2025-10-22T19:30:08.240Z,36.1407596,-86.7333958,539.2,19.12,-0.182,-0.891,0.223,0,-2.27,1,-56.62
3308,2025-10-22T19:30:08.280Z,36.1407595,-86.7333919,539.2,19.16,-0.135,-0.872,0.413,0,-2.03,2.8,-55.25
3309,2025-10-22T19:30:08.320Z,36.1407592,-86.7333881,539.2,19.04,-0.147,-0.876,0.558,0,-1.2,4.48,-53.78
3310,2025-10-22T19:30:08.360Z,36.1407589,-86.7333843,539.2,18.88,-0.16,-0.866,0.738,0,-0.59,5.71,-52.93
3311,2025-10-22T19:30:08.400Z,36.1407584,-86.7333805,539.2,18.69,-0.199,-0.858,0.844,0,-0.19,5.09,-52.9
3312,2025-10-22T19:30:08.440Z,36.1407578,-86.7333768,539.3,18.64,-0.24,-0.836,0.899,0,0.3,3.68,-53.07
3313,2025-10-22T19:30:08.480Z,36.1407571,-86.7333732,539.3,18.58,-0.258,-0.823,0.903,0,0.34,1.24,-53.42
3314,2025-10-22T19:30:08.520Z,36.1407564,-86.7333696,539.3,18.44,-0.232,-0.806,0.878,0,0.14,-1.22,-53.75
3315,2025-10-22T19:30:08.560Z,36.1407555,-86.7333659,539.2,18.54,-0.211,-0.807,0.785,0,0.37,-3.61,-53.22
3316,2025-10-22T19:30:08.600Z,36.1407545,-86.7333625,539.2,18.58,-0.161,-0.779,0.681,0,1.02,-4.48,-52.01
3317,2025-10-22T19:30:08.640Z,36.1407533,-86.7333589,539.2,18.76,-0.112,-0.772,0.547,0,1.26,-4.09,-50.58
3318,2025-10-22T19:30:08.680Z,36.1407521,-86.7333553,539.3,18.84,-0.088,-0.747,0.472,0,1.86,-3.5,-49.32
3319,2025-10-22T19:30:08.720Z,36.1407508,-86.7333518,539.3,18.95,-0.058,-0.717,0.453,0,1.33,-2.55,-48.4
3320,2025-10-22T19:30:08.760Z,36.1407495,-86.7333484,539.3,18.97,-0.083,-0.712,0.474,0,0.77,-1.5,-48.09
3321,2025-10-22T19:30:08.800Z,36.1407481,-86.7333451,539.3,18.82,-0.135,-0.711,0.584,0,0.25,-2,-48.1
3322,2025-10-22T19:30:08.840Z,36.1407465,-86.7333419,539.3,18.77,-0.141,-0.717,0.697,0,-0.08,-2.74,-48.08
3323,2025-10-22T19:30:08.880Z,36.1407448,-86.7333388,539.3,18.73,-0.15,-0.723,0.714,0,-0.16,-2.89,-47.75
3324,2025-10-22T19:30:08.920Z,36.1407432,-86.7333357,539.3,18.79,-0.194,-0.741,0.594,0,0.21,-3.1,-47.32
3325,2025-10-22T19:30:08.960Z,36.1407414,-86.7333326,539.4,18.9,-0.205,-0.739,0.46,0,0.45,-3.36,-46.85
3326,2025-10-22T19:30:09.000Z,36.1407395,-86.7333295,539.4,19.24,-0.204,-0.746,0.296,0,0.47,-2.85,-46.47
3327,2025-10-22T19:30:09.040Z,36.1407374,-86.7333263,539.4,19.63,-0.232,-0.745,0.157,0,0.46,-2.59,-46.27
3328,2025-10-22T19:30:09.080Z,36.1407354,-86.7333232,539.4,19.96,-0.251,-0.755,0.023,0,0.54,-2.21,-46.18
3329,2025-10-22T19:30:09.120Z,36.1407331,-86.7333203,539.4,20.07,-0.257,-0.764,-0.078,0,0.27,-1.78,-45.92
3330,2025-10-22T19:30:09.160Z,36.140731,-86.7333175,539.4,19.76,-0.268,-0.76,-0.185,0,0.44,-0.86,-45.33
3331,2025-10-22T19:30:09.200Z,36.1407287,-86.7333148,539.4,19.75,-0.342,-0.747,-0.31,0,0.81,-0.13,-44.43
3332,2025-10-22T19:30:09.240Z,36.1407263,-86.7333122,539.4,19.95,-0.44,-0.73,-0.45,0,1.01,-0.21,-43.6
3333,2025-10-22T19:30:09.280Z,36.1407239,-86.7333094,539.4,20.1,-0.538,-0.711,-0.55,0,1.18,-0.5,-42.71
3334,2025-10-22T19:30:09.320Z,36.1407213,-86.7333068,539.4,20.32,-0.613,-0.695,-0.552,0,1.15,-1.19,-42.04
3335,2025-10-22T19:30:09.360Z,36.1407186,-86.7333043,539.4,20.56,-0.603,-0.685,-0.503,0,1.02,-2.01,-41.41
3336,2025-10-22T19:30:09.400Z,36.1407159,-86.7333019,539.4,20.64,-0.56,-0.686,-0.411,0,0.54,-2.68,-41.01
3337,2025-10-22T19:30:09.440Z,36.1407132,-86.7332995,539.4,20.54,-0.504,-0.686,-0.302,0,0.27,-2.69,-40.69
3338,2025-10-22T19:30:09.480Z,36.1407105,-86.7332972,539.4,20.54,-0.499,-0.68,-0.257,0,0.05,-2.59,-40.36
3339,2025-10-22T19:30:09.520Z,36.1407075,-86.733295,539.4,20.9,-0.541,-0.696,-0.323,0,0.27,-2.06,-40.23
3340,2025-10-22T19:30:09.560Z,36.1407046,-86.7332928,539.4,21.23,-0.663,-0.71,-0.441,0,0.41,-1.57,-40.36
3341,2025-10-22T19:30:09.600Z,36.1407015,-86.7332909,539.4,21.42,-0.766,-0.728,-0.569,0,0.47,-1.02,-40.63
3342,2025-10-22T19:30:09.640Z,36.1406984,-86.733289,539.5,21.45,-0.861,-0.731,-0.654,0,0.34,-0.6,-41.22
3343,2025-10-22T19:30:09.680Z,36.1406953,-86.7332871,539.5,21.76,-0.91,-0.753,-0.618,0,-0.17,-0.12,-42.35
3344,2025-10-22T19:30:09.720Z,36.1406921,-86.7332852,539.5,22.04,-0.907,-0.766,-0.559,0,-0.5,-0.39,-43.9
3345,2025-10-22T19:30:09.760Z,36.1406886,-86.7332836,539.5,22.19,-0.85,-0.801,-0.473,0,-0.76,-0.47,-45.84
3346,2025-10-22T19:30:09.800Z,36.1406852,-86.7332821,539.5,22.32,-0.751,-0.787,-0.357,0,-0.87,-0.73,-47.89
3347,2025-10-22T19:30:09.840Z,36.1406818,-86.7332807,539.5,22.66,-0.718,-0.808,-0.349,0,-1.18,-0.71,-49.48
3348,2025-10-22T19:30:09.880Z,36.1406782,-86.7332794,539.5,23.12,-0.628,-0.828,-0.319,0,-1.35,-0.09,-50.42
3349,2025-10-22T19:30:09.920Z,36.1406746,-86.733278,539.6,23.37,-0.621,-0.862,-0.286,0,-1.42,0.58,-50.98
3350,2025-10-22T19:30:09.960Z,36.1406709,-86.733277,539.5,23.41,-0.623,-0.894,-0.262,0,-1.29,0.68,-51.38
3351,2025-10-22T19:30:10.000Z,36.1406672,-86.7332763,539.6,23.28,-0.669,-0.936,-0.283,0,-1.01,0.56,-51.36
3352,2025-10-22T19:30:10.040Z,36.1406635,-86.7332756,539.5,23.27,-0.678,-0.957,-0.247,0,-0.2,0.28,-50.97
3353,2025-10-22T19:30:10.080Z,36.1406597,-86.7332751,539.6,23.36,-0.713,-0.952,-0.235,0,0.58,-0.51,-50.31
3354,2025-10-22T19:30:10.120Z,36.1406559,-86.7332746,539.6,23.47,-0.787,-0.958,-0.272,0,1.15,-1.04,-48.93
3355,2025-10-22T19:30:10.160Z,36.1406521,-86.7332744,539.5,23.53,-0.818,-0.961,-0.283,0,1.74,-0.76,-47.02
3356,2025-10-22T19:30:10.200Z,36.1406484,-86.7332744,539.5,23.51,-0.824,-0.964,-0.247,0,2.43,0.03,-45.34
3357,2025-10-22T19:30:10.240Z,36.1406447,-86.7332745,539.5,23.39,-0.857,-0.978,-0.244,0,2.65,1.09,-43.83
3358,2025-10-22T19:30:10.280Z,36.140641,-86.7332749,539.5,23.34,-0.867,-0.985,-0.24,0,3.11,1.51,-42.9
3359,2025-10-22T19:30:10.320Z,36.1406371,-86.7332752,539.5,23.3,-0.828,-0.95,-0.192,0,3.07,1.84,-42.74
3360,2025-10-22T19:30:10.360Z,36.1406334,-86.7332757,539.4,23.38,-0.849,-0.933,-0.222,0,2.82,1.15,-43.01
3361,2025-10-22T19:30:10.400Z,36.1406298,-86.7332765,539.4,23.24,-0.886,-0.907,-0.279,0,2.36,0.36,-43.46
3362,2025-10-22T19:30:10.440Z,36.1406262,-86.7332775,539.4,22.88,-0.931,-0.896,-0.336,0,2.13,-1.07,-44.2
3363,2025-10-22T19:30:10.480Z,36.1406229,-86.7332785,539.4,22.53,-0.97,-0.876,-0.384,0,1.55,-2.46,-44.74
3364,2025-10-22T19:30:10.520Z,36.1406193,-86.7332795,539.4,22.35,-0.98,-0.877,-0.411,0,1.19,-3.41,-44.79
3365,2025-10-22T19:30:10.560Z,36.1406159,-86.7332806,539.3,22.43,-0.948,-0.877,-0.367,0,0.87,-2.67,-44.63
3366,2025-10-22T19:30:10.600Z,36.1406125,-86.733282,539.3,22.71,-0.907,-0.876,-0.308,0,0.43,-2.25,-44.59
3367,2025-10-22T19:30:10.640Z,36.140609,-86.7332834,539.2,22.59,-0.842,-0.864,-0.238,0,0.25,-1.32,-44.61
3368,2025-10-22T19:30:10.680Z,36.1406058,-86.7332853,539.2,22.12,-0.842,-0.879,-0.188,0,0.21,-0.72,-44.87
3369,2025-10-22T19:30:10.720Z,36.1406026,-86.733287,539.2,22.05,-0.893,-0.867,-0.204,0,0.35,-1.45,-45.37
3370,2025-10-22T19:30:10.760Z,36.1405994,-86.733289,539.1,22.02,-0.972,-0.859,-0.27,0,0.41,-2.77,-45.48
3371,2025-10-22T19:30:10.800Z,36.1405963,-86.733291,539.1,21.86,-1.042,-0.867,-0.349,0,0.67,-3.29,-45.23
3372,2025-10-22T19:30:10.840Z,36.1405933,-86.7332931,539,21.8,-1.089,-0.865,-0.419,0,0.66,-3.92,-44.97
3373,2025-10-22T19:30:10.880Z,36.1405902,-86.7332952,539,21.84,-1.065,-0.846,-0.473,0,0.44,-3.84,-44.58
3374,2025-10-22T19:30:10.920Z,36.1405873,-86.7332976,539,21.6,-1.057,-0.852,-0.513,0,0.38,-2.95,-44.25
3375,2025-10-22T19:30:10.960Z,36.1405844,-86.7333,538.9,21.59,-1.002,-0.841,-0.523,0,0.37,-2.05,-44.12
3376,2025-10-22T19:30:11.000Z,36.1405816,-86.7333024,538.8,21.69,-0.911,-0.833,-0.47,0,0.11,-1.6,-44.09
3377,2025-10-22T19:30:11.040Z,36.1405788,-86.733305,538.7,21.82,-0.863,-0.823,-0.449,0,-0.04,-1.32,-43.97
3378,2025-10-22T19:30:11.080Z,36.1405762,-86.7333078,538.6,21.63,-0.817,-0.832,-0.42,0,0.03,-1.52,-43.97
3379,2025-10-22T19:30:11.120Z,36.1405737,-86.7333107,538.5,21.59,-0.726,-0.814,-0.362,0,-0.13,-1.96,-44.26
3380,2025-10-22T19:30:11.160Z,36.140571,-86.7333136,538.5,21.9,-0.684,-0.79,-0.337,0,-0.28,-2.34,-44.54
3381,2025-10-22T19:30:11.200Z,36.1405683,-86.7333169,538.4,22.65,-0.69,-0.745,-0.355,0,-0.02,-1.64,-44.33
3382,2025-10-22T19:30:11.240Z,36.1405657,-86.7333201,538.4,23,-0.714,-0.689,-0.377,0,-0.15,-0.93,-43.38
3383,2025-10-22T19:30:11.280Z,36.1405631,-86.7333234,538.3,23.01,-0.725,-0.563,-0.355,0,-0.08,-0.4,-40.9
3384,2025-10-22T19:30:11.320Z,36.1405604,-86.7333267,538.2,23.11,-0.809,-0.469,-0.403,0,0.03,0.14,-36.6
3385,2025-10-22T19:30:11.360Z,36.1405579,-86.7333299,538.2,23.12,-0.836,-0.378,-0.42,0,0.32,0.64,-31.42
3386,2025-10-22T19:30:11.400Z,36.1405552,-86.7333332,538.2,23.39,-0.816,-0.283,-0.368,0,0.2,0.04,-25.77
3387,2025-10-22T19:30:11.440Z,36.1405526,-86.7333366,538.1,23.56,-0.84,-0.208,-0.363,0,0.29,-0.26,-20.1
3388,2025-10-22T19:30:11.480Z,36.14055,-86.7333399,538,23.67,-0.832,-0.174,-0.373,0,0.03,-0.27,-15.52
3389,2025-10-22T19:30:11.520Z,36.1405473,-86.7333433,537.9,23.94,-0.774,-0.12,-0.325,0,-0.41,-0.43,-11.81
3390,2025-10-22T19:30:11.560Z,36.1405446,-86.7333468,537.8,24.11,-0.791,-0.082,-0.337,0,-0.83,-0.48,-8.68
3391,2025-10-22T19:30:11.600Z,36.1405418,-86.7333502,537.7,24.39,-0.788,-0.056,-0.338,0,-0.99,0.27,-6.19
3392,2025-10-22T19:30:11.640Z,36.1405391,-86.7333538,537.7,24.57,-0.808,0.005,-0.343,0,-0.98,1.22,-3.72
3393,2025-10-22T19:30:11.680Z,36.1405362,-86.7333572,537.7,24.55,-0.811,0.095,-0.343,0,-0.66,2.3,-0.36
3394,2025-10-22T19:30:11.720Z,36.1405335,-86.7333605,537.7,24.37,-0.821,0.2,-0.335,0,-0.04,3.44,3.57
3395,2025-10-22T19:30:11.760Z,36.1405305,-86.7333636,537.6,24.25,-0.807,0.326,-0.373,0,0.56,3.59,8.31
3396,2025-10-22T19:30:11.800Z,36.1405275,-86.7333667,537.5,24.17,-0.76,0.461,-0.394,0,1.09,3.35,13.65
3397,2025-10-22T19:30:11.840Z,36.1405244,-86.7333698,537.5,24.11,-0.767,0.561,-0.448,0,1.61,2.83,18.82
3398,2025-10-22T19:30:11.880Z,36.1405213,-86.7333725,537.4,24.18,-0.771,0.644,-0.512,0,1.67,1.96,23.59
3399,2025-10-22T19:30:11.920Z,36.140518,-86.7333754,537.4,24.24,-0.775,0.713,-0.534,0,1.39,1.4,27.83
3400,2025-10-22T19:30:11.960Z,36.1405147,-86.733378,537.3,24.15,-0.806,0.744,-0.498,0,0.96,1.31,31.45
3401,2025-10-22T19:30:12.000Z,36.1405114,-86.7333804,537.3,23.95,-0.894,0.757,-0.514,0,0.44,1.67,34.5
3402,2025-10-22T19:30:12.040Z,36.1405081,-86.7333828,537.2,23.7,-0.831,0.764,-0.431,0,-0.06,2.35,37
3403,2025-10-22T19:30:12.080Z,36.1405047,-86.7333851,537.2,23.49,-0.834,0.782,-0.343,0,-0.28,3.14,38.72
3404,2025-10-22T19:30:12.120Z,36.1405013,-86.7333871,537.1,23.57,-0.889,0.781,-0.368,0,-0.3,3.6,39.95
3405,2025-10-22T19:30:12.160Z,36.1404979,-86.7333892,537,23.53,-0.82,0.804,-0.323,0,-0.16,4.41,40.83
3406,2025-10-22T19:30:12.200Z,36.1404943,-86.7333909,537,23.47,-0.842,0.825,-0.314,0,0.16,3.92,41.56
3407,2025-10-22T19:30:12.240Z,36.1404909,-86.7333926,536.9,23.36,-0.905,0.816,-0.377,0,0.38,3.11,42.09
3408,2025-10-22T19:30:12.280Z,36.1404873,-86.733394,536.9,23.27,-0.854,0.812,-0.383,0,0.52,2.99,42.56
3409,2025-10-22T19:30:12.320Z,36.1404837,-86.7333955,536.8,23.26,-0.774,0.806,-0.359,0,0.54,2.83,42.85
3410,2025-10-22T19:30:12.360Z,36.1404801,-86.7333967,536.8,23.26,-0.706,0.776,-0.416,0,0.11,2.39,42.95
3411,2025-10-22T19:30:12.400Z,36.1404765,-86.7333979,536.7,23.19,-0.564,0.745,-0.455,0,-0.01,2.87,42.92
3412,2025-10-22T19:30:12.440Z,36.1404727,-86.733399,536.7,23.51,-0.452,0.71,-0.483,0,-0.05,3.02,42.43
3413,2025-10-22T19:30:12.480Z,36.140469,-86.7334,536.6,24.04,-0.445,0.627,-0.588,0,-0.54,3.98,41.08
3414,2025-10-22T19:30:12.520Z,36.140465,-86.7334012,536.6,24.43,-0.466,0.549,-0.62,0,-0.5,4.76,38.54
3415,2025-10-22T19:30:12.560Z,36.1404612,-86.7334021,536.5,24.61,-0.485,0.441,-0.573,0,-0.61,5.47,34.75
3416,2025-10-22T19:30:12.600Z,36.1404573,-86.7334031,536.5,24.55,-0.567,0.34,-0.543,0,-0.98,5.32,29.92
3417,2025-10-22T19:30:12.640Z,36.1404534,-86.7334041,536.5,24.61,-0.589,0.222,-0.483,0,-1.23,5.11,24.68
3418,2025-10-22T19:30:12.680Z,36.1404496,-86.733405,536.4,24.54,-0.618,0.122,-0.446,0,-1.11,4.2,19.41
3419,2025-10-22T19:30:12.720Z,36.1404456,-86.733406,536.4,24.82,-0.62,0.009,-0.416,0,-1.45,3.96,14.38
3420,2025-10-22T19:30:12.760Z,36.1404417,-86.7334072,536.3,25.22,-0.65,-0.093,-0.463,0,-1.54,3.53,9.25
3421,2025-10-22T19:30:12.800Z,36.1404376,-86.7334084,536.3,25.4,-0.661,-0.194,-0.466,0,-1.52,3.9,4.37
3422,2025-10-22T19:30:12.840Z,36.1404338,-86.7334096,536.2,25.42,-0.643,-0.262,-0.441,0,-1.6,4.29,-0.15
3423,2025-10-22T19:30:12.880Z,36.1404297,-86.7334108,536.1,25.38,-0.684,-0.343,-0.466,0,-1.54,3.6,-4.46
3424,2025-10-22T19:30:12.920Z,36.1404259,-86.7334122,536.1,25.26,-0.64,-0.417,-0.445,0,-1.57,3.7,-8.87
3425,2025-10-22T19:30:12.960Z,36.1404219,-86.7334137,536,25.32,-0.67,-0.515,-0.466,0,-1.96,3.65,-13.36
3426,2025-10-22T19:30:13.000Z,36.1404179,-86.7334154,536,25.56,-0.651,-0.62,-0.461,0,-2.45,2.75,-18.04
3427,2025-10-22T19:30:13.040Z,36.1404142,-86.7334172,535.9,25.6,-0.637,-0.719,-0.451,0,-2.89,2.8,-22.8
3428,2025-10-22T19:30:13.080Z,36.1404104,-86.7334192,535.8,25.61,-0.638,-0.816,-0.397,0,-3.26,3.21,-27.58
3429,2025-10-22T19:30:13.120Z,36.1404067,-86.7334214,535.8,25.55,-0.686,-0.886,-0.362,0,-3.49,2.11,-32.12
3430,2025-10-22T19:30:13.160Z,36.1404031,-86.7334236,535.7,25.35,-0.661,-0.911,-0.255,0,-3.43,1.54,-35.54
3431,2025-10-22T19:30:13.200Z,36.1403995,-86.733426,535.6,25.22,-0.7,-0.926,-0.159,0,-3.07,1.04,-38.32
3432,2025-10-22T19:30:13.240Z,36.140396,-86.7334285,535.6,25.12,-0.78,-0.944,-0.145,0,-3.02,0.01,-40.61
3433,2025-10-22T19:30:13.280Z,36.1403927,-86.733431,535.5,24.83,-0.753,-0.924,-0.081,0,-2.57,-1.39,-42.16
3434,2025-10-22T19:30:13.320Z,36.1403893,-86.7334337,535.5,24.47,-0.777,-0.911,-0.076,0,-2.24,-2.22,-42.92
3435,2025-10-22T19:30:13.360Z,36.1403862,-86.7334364,535.5,24.23,-0.785,-0.901,-0.077,0,-2.09,-3.01,-43.42
3436,2025-10-22T19:30:13.400Z,36.140383,-86.7334392,535.5,24.36,-0.777,-0.882,-0.096,0,-1.92,-3.36,-43.21
3437,2025-10-22T19:30:13.440Z,36.14038,-86.7334422,535.4,24.35,-0.746,-0.879,-0.075,0,-1.5,-3.4,-42.54
3438,2025-10-22T19:30:13.480Z,36.140377,-86.7334453,535.4,24.34,-0.766,-0.864,-0.077,0,-1.39,-3.32,-41.84
3439,2025-10-22T19:30:13.520Z,36.1403741,-86.7334486,535.4,24.07,-0.775,-0.837,-0.087,0,-1.3,-3.21,-40.91
3440,2025-10-22T19:30:13.560Z,36.1403713,-86.7334517,535.3,23.79,-0.765,-0.798,-0.058,0,-1.12,-3.17,-39.66
3441,2025-10-22T19:30:13.600Z,36.1403686,-86.733455,535.3,23.72,-0.836,-0.752,-0.106,0,-1.18,-3.68,-38.19
3442,2025-10-22T19:30:13.640Z,36.140366,-86.7334584,535.3,23.49,-0.81,-0.66,-0.095,0,-0.78,-3.82,-36.06
